pair_type,key,domain_a,class_a,relative_path_a,sha256_a,domain_b,class_b,relative_path_b,sha256_b
relative_pattern,20220626160335_m_qiandao_f_w&speedboat_f_w&speedboat_f_m&speedboat_f_m&speedboat_m_m_1_label__1__23.wav,speedboat,target,speedboat/raw/target/20220626160335_M_QianDao_F_W&SpeedBoat_F_W&SpeedBoat_F_M&SpeedBoat_F_M&SpeedBoat_M_M_1_label__1__23.wav,87d55b24df196550ed1b35b0de26b6d8b5a6b9ade19762601671c155fc568764,uuv,other,uuv/raw/other/20220626160335_M_QianDao_F_W&SpeedBoat_F_W&SpeedBoat_F_M&SpeedBoat_F_M&SpeedBoat_M_M_1_label__1__23.wav,87d55b24df196550ed1b35b0de26b6d8b5a6b9ade19762601671c155fc568764
relative_pattern,20220626160335_m_qiandao_f_w&speedboat_f_w&speedboat_f_m&speedboat_f_m&speedboat_m_m_1_label__1__24.wav,open,other,open/raw/other/20220626160335_M_QianDao_F_W&SpeedBoat_F_W&SpeedBoat_F_M&SpeedBoat_F_M&SpeedBoat_M_M_1_label__1__24.wav,e1d30de57f8199db5827cca4d40cc20dd388f00c414edd7f8e46b1fc43ad18cf,speedboat,target,speedboat/raw/target/20220626160335_M_QianDao_F_W&SpeedBoat_F_W&SpeedBoat_F_M&SpeedBoat_F_M&SpeedBoat_M_M_1_label__1__24.wav,e1d30de57f8199db5827cca4d40cc20dd388f00c414edd7f8e46b1fc43ad18cf
relative_pattern,20220626160335_m_qiandao_f_w&speedboat_f_w&speedboat_f_m&speedboat_f_m&speedboat_m_m_1_label__1__24.wav,open,other,open/raw/other/20220626160335_M_QianDao_F_W&SpeedBoat_F_W&SpeedBoat_F_M&SpeedBoat_F_M&SpeedBoat_M_M_1_label__1__24.wav,e1d30de57f8199db5827cca4d40cc20dd388f00c414edd7f8e46b1fc43ad18cf,uuv,other,uuv/raw/other/20220626160335_M_QianDao_F_W&SpeedBoat_F_W&SpeedBoat_F_M&SpeedBoat_F_M&SpeedBoat_M_M_1_label__1__24.wav,e1d30de57f8199db5827cca4d40cc20dd388f00c414edd7f8e46b1fc43ad18cf
relative_pattern,20220626160335_m_qiandao_f_w&speedboat_f_w&speedboat_f_m&speedboat_f_m&speedboat_m_m_1_label__1__24.wav,speedboat,target,speedboat/raw/target/20220626160335_M_QianDao_F_W&SpeedBoat_F_W&SpeedBoat_F_M&SpeedBoat_F_M&SpeedBoat_M_M_1_label__1__24.wav,e1d30de57f8199db5827cca4d40cc20dd388f00c414edd7f8e46b1fc43ad18cf,uuv,other,uuv/raw/other/20220626160335_M_QianDao_F_W&SpeedBoat_F_W&SpeedBoat_F_M&SpeedBoat_F_M&SpeedBoat_M_M_1_label__1__24.wav,e1d30de57f8199db5827cca4d40cc20dd388f00c414edd7f8e46b1fc43ad18cf
relative_pattern,20220626160335_m_qiandao_f_w&speedboat_f_w&speedboat_f_m&speedboat_f_m&speedboat_m_m_1_label__1__25.wav,open,other,open/raw/other/20220626160335_M_QianDao_F_W&SpeedBoat_F_W&SpeedBoat_F_M&SpeedBoat_F_M&SpeedBoat_M_M_1_label__1__25.wav,baf8b4a60e94b5515061b43310a7e3c885288fa405044e8c0cbcd5d0713fbb55,speedboat,target,speedboat/raw/target/20220626160335_M_QianDao_F_W&SpeedBoat_F_W&SpeedBoat_F_M&SpeedBoat_F_M&SpeedBoat_M_M_1_label__1__25.wav,baf8b4a60e94b5515061b43310a7e3c885288fa405044e8c0cbcd5d0713fbb55
relative_pattern,20220626160335_m_qiandao_f_w&speedboat_f_w&speedboat_f_m&speedboat_f_m&speedboat_m_m_1_label__1__25.wav,open,other,open/raw/other/20220626160335_M_QianDao_F_W&SpeedBoat_F_W&SpeedBoat_F_M&SpeedBoat_F_M&SpeedBoat_M_M_1_label__1__25.wav,baf8b4a60e94b5515061b43310a7e3c885288fa405044e8c0cbcd5d0713fbb55,uuv,other,uuv/raw/other/20220626160335_M_QianDao_F_W&SpeedBoat_F_W&SpeedBoat_F_M&SpeedBoat_F_M&SpeedBoat_M_M_1_label__1__25.wav,baf8b4a60e94b5515061b43310a7e3c885288fa405044e8c0cbcd5d0713fbb55
relative_pattern,20220626160335_m_qiandao_f_w&speedboat_f_w&speedboat_f_m&speedboat_f_m&speedboat_m_m_1_label__1__25.wav,speedboat,target,speedboat/raw/target/20220626160335_M_QianDao_F_W&SpeedBoat_F_W&SpeedBoat_F_M&SpeedBoat_F_M&SpeedBoat_M_M_1_label__1__25.wav,baf8b4a60e94b5515061b43310a7e3c885288fa405044e8c0cbcd5d0713fbb55,uuv,other,uuv/raw/other/20220626160335_M_QianDao_F_W&SpeedBoat_F_W&SpeedBoat_F_M&SpeedBoat_F_M&SpeedBoat_M_M_1_label__1__25.wav,baf8b4a60e94b5515061b43310a7e3c885288fa405044e8c0cbcd5d0713fbb55
relative_pattern,20220626160335_m_qiandao_f_w&speedboat_f_w&speedboat_f_m&speedboat_f_m&speedboat_m_m_1_label__1__26.wav,open,other,open/raw/other/20220626160335_M_QianDao_F_W&SpeedBoat_F_W&SpeedBoat_F_M&SpeedBoat_F_M&SpeedBoat_M_M_1_label__1__26.wav,d3d90ad5f8110fa944b6d0971cebe77e751896be8a607a30ac1e79f3089ab81b,speedboat,target,speedboat/raw/target/20220626160335_M_QianDao_F_W&SpeedBoat_F_W&SpeedBoat_F_M&SpeedBoat_F_M&SpeedBoat_M_M_1_label__1__26.wav,d3d90ad5f8110fa944b6d0971cebe77e751896be8a607a30ac1e79f3089ab81b
relative_pattern,20220626160335_m_qiandao_f_w&speedboat_f_w&speedboat_f_m&speedboat_f_m&speedboat_m_m_1_label__1__26.wav,open,other,open/raw/other/20220626160335_M_QianDao_F_W&SpeedBoat_F_W&SpeedBoat_F_M&SpeedBoat_F_M&SpeedBoat_M_M_1_label__1__26.wav,d3d90ad5f8110fa944b6d0971cebe77e751896be8a607a30ac1e79f3089ab81b,uuv,other,uuv/raw/other/20220626160335_M_QianDao_F_W&SpeedBoat_F_W&SpeedBoat_F_M&SpeedBoat_F_M&SpeedBoat_M_M_1_label__1__26.wav,d3d90ad5f8110fa944b6d0971cebe77e751896be8a607a30ac1e79f3089ab81b
relative_pattern,20220626160335_m_qiandao_f_w&speedboat_f_w&speedboat_f_m&speedboat_f_m&speedboat_m_m_1_label__1__26.wav,speedboat,target,speedboat/raw/target/20220626160335_M_QianDao_F_W&SpeedBoat_F_W&SpeedBoat_F_M&SpeedBoat_F_M&SpeedBoat_M_M_1_label__1__26.wav,d3d90ad5f8110fa944b6d0971cebe77e751896be8a607a30ac1e79f3089ab81b,uuv,other,uuv/raw/other/20220626160335_M_QianDao_F_W&SpeedBoat_F_W&SpeedBoat_F_M&SpeedBoat_F_M&SpeedBoat_M_M_1_label__1__26.wav,d3d90ad5f8110fa944b6d0971cebe77e751896be8a607a30ac1e79f3089ab81b
relative_pattern,20220626160335_m_qiandao_f_w&speedboat_f_w&speedboat_f_m&speedboat_f_m&speedboat_m_m_1_label__1__27.wav,open,other,open/raw/other/20220626160335_M_QianDao_F_W&SpeedBoat_F_W&SpeedBoat_F_M&SpeedBoat_F_M&SpeedBoat_M_M_1_label__1__27.wav,0b586ccd74e37e3e38d9dc44f6642b3c967367c5ccd7e41ce09d52e748395977,speedboat,target,speedboat/raw/target/20220626160335_M_QianDao_F_W&SpeedBoat_F_W&SpeedBoat_F_M&SpeedBoat_F_M&SpeedBoat_M_M_1_label__1__27.wav,0b586ccd74e37e3e38d9dc44f6642b3c967367c5ccd7e41ce09d52e748395977
relative_pattern,20220626160335_m_qiandao_f_w&speedboat_f_w&speedboat_f_m&speedboat_f_m&speedboat_m_m_1_label__1__27.wav,open,other,open/raw/other/20220626160335_M_QianDao_F_W&SpeedBoat_F_W&SpeedBoat_F_M&SpeedBoat_F_M&SpeedBoat_M_M_1_label__1__27.wav,0b586ccd74e37e3e38d9dc44f6642b3c967367c5ccd7e41ce09d52e748395977,uuv,other,uuv/raw/other/20220626160335_M_QianDao_F_W&SpeedBoat_F_W&SpeedBoat_F_M&SpeedBoat_F_M&SpeedBoat_M_M_1_label__1__27.wav,0b586ccd74e37e3e38d9dc44f6642b3c967367c5ccd7e41ce09d52e748395977
relative_pattern,20220626160335_m_qiandao_f_w&speedboat_f_w&speedboat_f_m&speedboat_f_m&speedboat_m_m_1_label__1__27.wav,speedboat,target,speedboat/raw/target/20220626160335_M_QianDao_F_W&SpeedBoat_F_W&SpeedBoat_F_M&SpeedBoat_F_M&SpeedBoat_M_M_1_label__1__27.wav,0b586ccd74e37e3e38d9dc44f6642b3c967367c5ccd7e41ce09d52e748395977,uuv,other,uuv/raw/other/20220626160335_M_QianDao_F_W&SpeedBoat_F_W&SpeedBoat_F_M&SpeedBoat_F_M&SpeedBoat_M_M_1_label__1__27.wav,0b586ccd74e37e3e38d9dc44f6642b3c967367c5ccd7e41ce09d52e748395977
relative_pattern,20220626160335_m_qiandao_f_w&speedboat_f_w&speedboat_f_m&speedboat_f_m&speedboat_m_m_1_label__1__3.wav,open,other,open/raw/other/20220626160335_M_QianDao_F_W&SpeedBoat_F_W&SpeedBoat_F_M&SpeedBoat_F_M&SpeedBoat_M_M_1_label__1__3.wav,7e75d3e7c38afe69a519e457cac28ca75640d1c85dc015d77f152ec28e1cfc24,speedboat,target,speedboat/raw/target/20220626160335_M_QianDao_F_W&SpeedBoat_F_W&SpeedBoat_F_M&SpeedBoat_F_M&SpeedBoat_M_M_1_label__1__3.wav,7e75d3e7c38afe69a519e457cac28ca75640d1c85dc015d77f152ec28e1cfc24
relative_pattern,20220626160335_m_qiandao_f_w&speedboat_f_w&speedboat_f_m&speedboat_f_m&speedboat_m_m_1_label__1__4.wav,open,other,open/raw/other/20220626160335_M_QianDao_F_W&SpeedBoat_F_W&SpeedBoat_F_M&SpeedBoat_F_M&SpeedBoat_M_M_1_label__1__4.wav,eecb8a5814166de4e226ba64c37e3aabd927cd2f099f2588a2b220230c3fc04d,speedboat,target,speedboat/raw/target/20220626160335_M_QianDao_F_W&SpeedBoat_F_W&SpeedBoat_F_M&SpeedBoat_F_M&SpeedBoat_M_M_1_label__1__4.wav,eecb8a5814166de4e226ba64c37e3aabd927cd2f099f2588a2b220230c3fc04d
relative_pattern,20220626160335_m_qiandao_f_w&speedboat_f_w&speedboat_f_m&speedboat_f_m&speedboat_m_m_1_label__1__5.wav,open,other,open/raw/other/20220626160335_M_QianDao_F_W&SpeedBoat_F_W&SpeedBoat_F_M&SpeedBoat_F_M&SpeedBoat_M_M_1_label__1__5.wav,d77d69cd41bdb620942da65c57f55c007cef74df6b8c30d150f3bf1d8dc18d6c,speedboat,target,speedboat/raw/target/20220626160335_M_QianDao_F_W&SpeedBoat_F_W&SpeedBoat_F_M&SpeedBoat_F_M&SpeedBoat_M_M_1_label__1__5.wav,d77d69cd41bdb620942da65c57f55c007cef74df6b8c30d150f3bf1d8dc18d6c
relative_pattern,20220626160335_m_qiandao_f_w&speedboat_f_w&speedboat_f_m&speedboat_f_m&speedboat_m_m_1_label__1__6.wav,open,other,open/raw/other/20220626160335_M_QianDao_F_W&SpeedBoat_F_W&SpeedBoat_F_M&SpeedBoat_F_M&SpeedBoat_M_M_1_label__1__6.wav,7aeb72fa727f03b801a11a8f5d87edf09b7e239cefa41f63c16e5d4ebc0a647b,speedboat,target,speedboat/raw/target/20220626160335_M_QianDao_F_W&SpeedBoat_F_W&SpeedBoat_F_M&SpeedBoat_F_M&SpeedBoat_M_M_1_label__1__6.wav,7aeb72fa727f03b801a11a8f5d87edf09b7e239cefa41f63c16e5d4ebc0a647b
relative_pattern,20220626160335_m_qiandao_f_w&speedboat_f_w&speedboat_f_m&speedboat_f_m&speedboat_m_m_1_label__1__6.wav,open,other,open/raw/other/20220626160335_M_QianDao_F_W&SpeedBoat_F_W&SpeedBoat_F_M&SpeedBoat_F_M&SpeedBoat_M_M_1_label__1__6.wav,7aeb72fa727f03b801a11a8f5d87edf09b7e239cefa41f63c16e5d4ebc0a647b,uuv,other,uuv/raw/other/20220626160335_M_QianDao_F_W&SpeedBoat_F_W&SpeedBoat_F_M&SpeedBoat_F_M&SpeedBoat_M_M_1_label__1__6.wav,7aeb72fa727f03b801a11a8f5d87edf09b7e239cefa41f63c16e5d4ebc0a647b
relative_pattern,20220626160335_m_qiandao_f_w&speedboat_f_w&speedboat_f_m&speedboat_f_m&speedboat_m_m_1_label__1__6.wav,speedboat,target,speedboat/raw/target/20220626160335_M_QianDao_F_W&SpeedBoat_F_W&SpeedBoat_F_M&SpeedBoat_F_M&SpeedBoat_M_M_1_label__1__6.wav,7aeb72fa727f03b801a11a8f5d87edf09b7e239cefa41f63c16e5d4ebc0a647b,uuv,other,uuv/raw/other/20220626160335_M_QianDao_F_W&SpeedBoat_F_W&SpeedBoat_F_M&SpeedBoat_F_M&SpeedBoat_M_M_1_label__1__6.wav,7aeb72fa727f03b801a11a8f5d87edf09b7e239cefa41f63c16e5d4ebc0a647b
relative_pattern,20220626160335_m_qiandao_f_w&speedboat_f_w&speedboat_f_m&speedboat_f_m&speedboat_m_m_1_label__1__7.wav,open,other,open/raw/other/20220626160335_M_QianDao_F_W&SpeedBoat_F_W&SpeedBoat_F_M&SpeedBoat_F_M&SpeedBoat_M_M_1_label__1__7.wav,883d573ff98e66c6449c1629e9d2fd478a31e7b2d38a63ce5c39beced996c678,speedboat,target,speedboat/raw/target/20220626160335_M_QianDao_F_W&SpeedBoat_F_W&SpeedBoat_F_M&SpeedBoat_F_M&SpeedBoat_M_M_1_label__1__7.wav,883d573ff98e66c6449c1629e9d2fd478a31e7b2d38a63ce5c39beced996c678
relative_pattern,20220626160335_m_qiandao_f_w&speedboat_f_w&speedboat_f_m&speedboat_f_m&speedboat_m_m_1_label__1__7.wav,open,other,open/raw/other/20220626160335_M_QianDao_F_W&SpeedBoat_F_W&SpeedBoat_F_M&SpeedBoat_F_M&SpeedBoat_M_M_1_label__1__7.wav,883d573ff98e66c6449c1629e9d2fd478a31e7b2d38a63ce5c39beced996c678,uuv,other,uuv/raw/other/20220626160335_M_QianDao_F_W&SpeedBoat_F_W&SpeedBoat_F_M&SpeedBoat_F_M&SpeedBoat_M_M_1_label__1__7.wav,883d573ff98e66c6449c1629e9d2fd478a31e7b2d38a63ce5c39beced996c678
relative_pattern,20220626160335_m_qiandao_f_w&speedboat_f_w&speedboat_f_m&speedboat_f_m&speedboat_m_m_1_label__1__7.wav,speedboat,target,speedboat/raw/target/20220626160335_M_QianDao_F_W&SpeedBoat_F_W&SpeedBoat_F_M&SpeedBoat_F_M&SpeedBoat_M_M_1_label__1__7.wav,883d573ff98e66c6449c1629e9d2fd478a31e7b2d38a63ce5c39beced996c678,uuv,other,uuv/raw/other/20220626160335_M_QianDao_F_W&SpeedBoat_F_W&SpeedBoat_F_M&SpeedBoat_F_M&SpeedBoat_M_M_1_label__1__7.wav,883d573ff98e66c6449c1629e9d2fd478a31e7b2d38a63ce5c39beced996c678
relative_pattern,20220626160335_m_qiandao_f_w&speedboat_f_w&speedboat_f_m&speedboat_f_m&speedboat_m_m_1_label__1__8.wav,open,other,open/raw/other/20220626160335_M_QianDao_F_W&SpeedBoat_F_W&SpeedBoat_F_M&SpeedBoat_F_M&SpeedBoat_M_M_1_label__1__8.wav,bd5dece458191b7b55d44ac68efa29e736a873519b722afe36da916f1a92422d,speedboat,target,speedboat/raw/target/20220626160335_M_QianDao_F_W&SpeedBoat_F_W&SpeedBoat_F_M&SpeedBoat_F_M&SpeedBoat_M_M_1_label__1__8.wav,bd5dece458191b7b55d44ac68efa29e736a873519b722afe36da916f1a92422d
relative_pattern,20220626160335_m_qiandao_f_w&speedboat_f_w&speedboat_f_m&speedboat_f_m&speedboat_m_m_1_label__1__8.wav,open,other,open/raw/other/20220626160335_M_QianDao_F_W&SpeedBoat_F_W&SpeedBoat_F_M&SpeedBoat_F_M&SpeedBoat_M_M_1_label__1__8.wav,bd5dece458191b7b55d44ac68efa29e736a873519b722afe36da916f1a92422d,uuv,other,uuv/raw/other/20220626160335_M_QianDao_F_W&SpeedBoat_F_W&SpeedBoat_F_M&SpeedBoat_F_M&SpeedBoat_M_M_1_label__1__8.wav,bd5dece458191b7b55d44ac68efa29e736a873519b722afe36da916f1a92422d
relative_pattern,20220626160335_m_qiandao_f_w&speedboat_f_w&speedboat_f_m&speedboat_f_m&speedboat_m_m_1_label__1__8.wav,speedboat,target,speedboat/raw/target/20220626160335_M_QianDao_F_W&SpeedBoat_F_W&SpeedBoat_F_M&SpeedBoat_F_M&SpeedBoat_M_M_1_label__1__8.wav,bd5dece458191b7b55d44ac68efa29e736a873519b722afe36da916f1a92422d,uuv,other,uuv/raw/other/20220626160335_M_QianDao_F_W&SpeedBoat_F_W&SpeedBoat_F_M&SpeedBoat_F_M&SpeedBoat_M_M_1_label__1__8.wav,bd5dece458191b7b55d44ac68efa29e736a873519b722afe36da916f1a92422d
relative_pattern,20220626160335_m_qiandao_f_w&speedboat_f_w&speedboat_f_m&speedboat_f_m&speedboat_m_m_1_label__1__9.wav,open,other,open/raw/other/20220626160335_M_QianDao_F_W&SpeedBoat_F_W&SpeedBoat_F_M&SpeedBoat_F_M&SpeedBoat_M_M_1_label__1__9.wav,98570617fd8e3fc33b05eeb6ab954a65afab14a4b5433daa22d7bce2c2246d8a,speedboat,target,speedboat/raw/target/20220626160335_M_QianDao_F_W&SpeedBoat_F_W&SpeedBoat_F_M&SpeedBoat_F_M&SpeedBoat_M_M_1_label__1__9.wav,98570617fd8e3fc33b05eeb6ab954a65afab14a4b5433daa22d7bce2c2246d8a
relative_pattern,20220626160335_m_qiandao_f_w&speedboat_f_w&speedboat_f_m&speedboat_f_m&speedboat_m_m_1_label__1__9.wav,open,other,open/raw/other/20220626160335_M_QianDao_F_W&SpeedBoat_F_W&SpeedBoat_F_M&SpeedBoat_F_M&SpeedBoat_M_M_1_label__1__9.wav,98570617fd8e3fc33b05eeb6ab954a65afab14a4b5433daa22d7bce2c2246d8a,uuv,other,uuv/raw/other/20220626160335_M_QianDao_F_W&SpeedBoat_F_W&SpeedBoat_F_M&SpeedBoat_F_M&SpeedBoat_M_M_1_label__1__9.wav,98570617fd8e3fc33b05eeb6ab954a65afab14a4b5433daa22d7bce2c2246d8a
relative_pattern,20220626160335_m_qiandao_f_w&speedboat_f_w&speedboat_f_m&speedboat_f_m&speedboat_m_m_1_label__1__9.wav,speedboat,target,speedboat/raw/target/20220626160335_M_QianDao_F_W&SpeedBoat_F_W&SpeedBoat_F_M&SpeedBoat_F_M&SpeedBoat_M_M_1_label__1__9.wav,98570617fd8e3fc33b05eeb6ab954a65afab14a4b5433daa22d7bce2c2246d8a,uuv,other,uuv/raw/other/20220626160335_M_QianDao_F_W&SpeedBoat_F_W&SpeedBoat_F_M&SpeedBoat_F_M&SpeedBoat_M_M_1_label__1__9.wav,98570617fd8e3fc33b05eeb6ab954a65afab14a4b5433daa22d7bce2c2246d8a
relative_pattern,20220626160335_m_qiandao_f_w&speedboat_f_w&speedboat_f_w&speedboat_f_w&speedboat_f_w_3_label__1__1.wav,open,other,open/raw/other/20220626160335_M_QianDao_F_W&SpeedBoat_F_W&SpeedBoat_F_W&SpeedBoat_F_W&SpeedBoat_F_W_3_label__1__1.wav,3685747575835cfa07955d20d6ffe1c7d5c99e773c2b8e7164ed3f044cda62ee,speedboat,target,speedboat/raw/target/20220626160335_M_QianDao_F_W&SpeedBoat_F_W&SpeedBoat_F_W&SpeedBoat_F_W&SpeedBoat_F_W_3_label__1__1.wav,3685747575835cfa07955d20d6ffe1c7d5c99e773c2b8e7164ed3f044cda62ee
relative_pattern,20220626160335_m_qiandao_f_w&speedboat_f_w&speedboat_f_w&speedboat_f_w&speedboat_f_w_3_label__1__1.wav,open,other,open/raw/other/20220626160335_M_QianDao_F_W&SpeedBoat_F_W&SpeedBoat_F_W&SpeedBoat_F_W&SpeedBoat_F_W_3_label__1__1.wav,3685747575835cfa07955d20d6ffe1c7d5c99e773c2b8e7164ed3f044cda62ee,uuv,other,uuv/raw/other/20220626160335_M_QianDao_F_W&SpeedBoat_F_W&SpeedBoat_F_W&SpeedBoat_F_W&SpeedBoat_F_W_3_label__1__1.wav,3685747575835cfa07955d20d6ffe1c7d5c99e773c2b8e7164ed3f044cda62ee
relative_pattern,20220626160335_m_qiandao_f_w&speedboat_f_w&speedboat_f_w&speedboat_f_w&speedboat_f_w_3_label__1__1.wav,speedboat,target,speedboat/raw/target/20220626160335_M_QianDao_F_W&SpeedBoat_F_W&SpeedBoat_F_W&SpeedBoat_F_W&SpeedBoat_F_W_3_label__1__1.wav,3685747575835cfa07955d20d6ffe1c7d5c99e773c2b8e7164ed3f044cda62ee,uuv,other,uuv/raw/other/20220626160335_M_QianDao_F_W&SpeedBoat_F_W&SpeedBoat_F_W&SpeedBoat_F_W&SpeedBoat_F_W_3_label__1__1.wav,3685747575835cfa07955d20d6ffe1c7d5c99e773c2b8e7164ed3f044cda62ee
relative_pattern,20220626160335_m_qiandao_f_w&speedboat_f_w&speedboat_f_w&speedboat_f_w&speedboat_f_w_3_label__1__10.wav,open,other,open/raw/other/20220626160335_M_QianDao_F_W&SpeedBoat_F_W&SpeedBoat_F_W&SpeedBoat_F_W&SpeedBoat_F_W_3_label__1__10.wav,4731cad08b126bb2a787e4cb1bafae523df1d688b0eceeaea3529ffe06f77130,speedboat,target,speedboat/raw/target/20220626160335_M_QianDao_F_W&SpeedBoat_F_W&SpeedBoat_F_W&SpeedBoat_F_W&SpeedBoat_F_W_3_label__1__10.wav,4731cad08b126bb2a787e4cb1bafae523df1d688b0eceeaea3529ffe06f77130
relative_pattern,20220626160335_m_qiandao_f_w&speedboat_f_w&speedboat_f_w&speedboat_f_w&speedboat_f_w_3_label__1__10.wav,open,other,open/raw/other/20220626160335_M_QianDao_F_W&SpeedBoat_F_W&SpeedBoat_F_W&SpeedBoat_F_W&SpeedBoat_F_W_3_label__1__10.wav,4731cad08b126bb2a787e4cb1bafae523df1d688b0eceeaea3529ffe06f77130,uuv,other,uuv/raw/other/20220626160335_M_QianDao_F_W&SpeedBoat_F_W&SpeedBoat_F_W&SpeedBoat_F_W&SpeedBoat_F_W_3_label__1__10.wav,4731cad08b126bb2a787e4cb1bafae523df1d688b0eceeaea3529ffe06f77130
relative_pattern,20220626160335_m_qiandao_f_w&speedboat_f_w&speedboat_f_w&speedboat_f_w&speedboat_f_w_3_label__1__10.wav,speedboat,target,speedboat/raw/target/20220626160335_M_QianDao_F_W&SpeedBoat_F_W&SpeedBoat_F_W&SpeedBoat_F_W&SpeedBoat_F_W_3_label__1__10.wav,4731cad08b126bb2a787e4cb1bafae523df1d688b0eceeaea3529ffe06f77130,uuv,other,uuv/raw/other/20220626160335_M_QianDao_F_W&SpeedBoat_F_W&SpeedBoat_F_W&SpeedBoat_F_W&SpeedBoat_F_W_3_label__1__10.wav,4731cad08b126bb2a787e4cb1bafae523df1d688b0eceeaea3529ffe06f77130
relative_pattern,20220626160335_m_qiandao_f_w&speedboat_f_w&speedboat_f_w&speedboat_f_w&speedboat_f_w_3_label__1__11.wav,open,other,open/raw/other/20220626160335_M_QianDao_F_W&SpeedBoat_F_W&SpeedBoat_F_W&SpeedBoat_F_W&SpeedBoat_F_W_3_label__1__11.wav,6d6a5d587e1ee77e8b08eaf2c2ee956b79e5571bb813a9ea7e54c3bd76beb55f,speedboat,target,speedboat/raw/target/20220626160335_M_QianDao_F_W&SpeedBoat_F_W&SpeedBoat_F_W&SpeedBoat_F_W&SpeedBoat_F_W_3_label__1__11.wav,6d6a5d587e1ee77e8b08eaf2c2ee956b79e5571bb813a9ea7e54c3bd76beb55f
relative_pattern,20220626160335_m_qiandao_f_w&speedboat_f_w&speedboat_f_w&speedboat_f_w&speedboat_f_w_3_label__1__11.wav,open,other,open/raw/other/20220626160335_M_QianDao_F_W&SpeedBoat_F_W&SpeedBoat_F_W&SpeedBoat_F_W&SpeedBoat_F_W_3_label__1__11.wav,6d6a5d587e1ee77e8b08eaf2c2ee956b79e5571bb813a9ea7e54c3bd76beb55f,uuv,other,uuv/raw/other/20220626160335_M_QianDao_F_W&SpeedBoat_F_W&SpeedBoat_F_W&SpeedBoat_F_W&SpeedBoat_F_W_3_label__1__11.wav,6d6a5d587e1ee77e8b08eaf2c2ee956b79e5571bb813a9ea7e54c3bd76beb55f
relative_pattern,20220626160335_m_qiandao_f_w&speedboat_f_w&speedboat_f_w&speedboat_f_w&speedboat_f_w_3_label__1__11.wav,speedboat,target,speedboat/raw/target/20220626160335_M_QianDao_F_W&SpeedBoat_F_W&SpeedBoat_F_W&SpeedBoat_F_W&SpeedBoat_F_W_3_label__1__11.wav,6d6a5d587e1ee77e8b08eaf2c2ee956b79e5571bb813a9ea7e54c3bd76beb55f,uuv,other,uuv/raw/other/20220626160335_M_QianDao_F_W&SpeedBoat_F_W&SpeedBoat_F_W&SpeedBoat_F_W&SpeedBoat_F_W_3_label__1__11.wav,6d6a5d587e1ee77e8b08eaf2c2ee956b79e5571bb813a9ea7e54c3bd76beb55f
relative_pattern,20220626160335_m_qiandao_f_w&speedboat_f_w&speedboat_f_w&speedboat_f_w&speedboat_f_w_3_label__1__12.wav,open,other,open/raw/other/20220626160335_M_QianDao_F_W&SpeedBoat_F_W&SpeedBoat_F_W&SpeedBoat_F_W&SpeedBoat_F_W_3_label__1__12.wav,5e3ec4a8f1d575a7be8d3720750e935fcda4d233fef4ada6199c48b344c17223,speedboat,target,speedboat/raw/target/20220626160335_M_QianDao_F_W&SpeedBoat_F_W&SpeedBoat_F_W&SpeedBoat_F_W&SpeedBoat_F_W_3_label__1__12.wav,5e3ec4a8f1d575a7be8d3720750e935fcda4d233fef4ada6199c48b344c17223
relative_pattern,20220626160335_m_qiandao_f_w&speedboat_f_w&speedboat_f_w&speedboat_f_w&speedboat_f_w_3_label__1__12.wav,open,other,open/raw/other/20220626160335_M_QianDao_F_W&SpeedBoat_F_W&SpeedBoat_F_W&SpeedBoat_F_W&SpeedBoat_F_W_3_label__1__12.wav,5e3ec4a8f1d575a7be8d3720750e935fcda4d233fef4ada6199c48b344c17223,uuv,other,uuv/raw/other/20220626160335_M_QianDao_F_W&SpeedBoat_F_W&SpeedBoat_F_W&SpeedBoat_F_W&SpeedBoat_F_W_3_label__1__12.wav,5e3ec4a8f1d575a7be8d3720750e935fcda4d233fef4ada6199c48b344c17223
relative_pattern,20220626160335_m_qiandao_f_w&speedboat_f_w&speedboat_f_w&speedboat_f_w&speedboat_f_w_3_label__1__12.wav,speedboat,target,speedboat/raw/target/20220626160335_M_QianDao_F_W&SpeedBoat_F_W&SpeedBoat_F_W&SpeedBoat_F_W&SpeedBoat_F_W_3_label__1__12.wav,5e3ec4a8f1d575a7be8d3720750e935fcda4d233fef4ada6199c48b344c17223,uuv,other,uuv/raw/other/20220626160335_M_QianDao_F_W&SpeedBoat_F_W&SpeedBoat_F_W&SpeedBoat_F_W&SpeedBoat_F_W_3_label__1__12.wav,5e3ec4a8f1d575a7be8d3720750e935fcda4d233fef4ada6199c48b344c17223
relative_pattern,20220626160335_m_qiandao_f_w&speedboat_f_w&speedboat_f_w&speedboat_f_w&speedboat_f_w_3_label__1__13.wav,open,other,open/raw/other/20220626160335_M_QianDao_F_W&SpeedBoat_F_W&SpeedBoat_F_W&SpeedBoat_F_W&SpeedBoat_F_W_3_label__1__13.wav,d338f43d22911d89c2fa694dc7df9e319b3b75e3faded0f4bdbf271ec2af82c9,speedboat,target,speedboat/raw/target/20220626160335_M_QianDao_F_W&SpeedBoat_F_W&SpeedBoat_F_W&SpeedBoat_F_W&SpeedBoat_F_W_3_label__1__13.wav,d338f43d22911d89c2fa694dc7df9e319b3b75e3faded0f4bdbf271ec2af82c9
